"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.442219635E0,1.768147945E-2,-4.440220073E-3,5.279254913E-2,5.585162051E-2
7.447195676E0,7.853841782E-2,1.137425005E-2,2.867126465E-2,8.437830322E-2
7.452171718E0,9.135133028E-2,1.264897361E-2,4.755020142E-3,9.234539671E-2
7.457147760E0,1.231544614E-1,4.214290529E-3,1.901721954E-2,1.246853489E-1
7.462123801E0,1.121097803E-1,-8.906871080E-3,3.789806366E-2,1.186768656E-1
7.467099843E0,1.296994090E-1,-1.722171158E-2,1.863002777E-2,1.321574893E-1
7.472075885E0,1.044060588E-1,-2.061197162E-2,4.270553589E-3,1.065068829E-1
7.477051926E0,7.942652702E-2,-3.346294165E-2,4.268646240E-3,8.629347020E-2
7.482027968E0,8.330082893E-2,-3.210746869E-2,4.224205017E-2,9.876390256E-2
7.487004010E0,5.865246058E-2,-1.691692322E-2,2.766418457E-2,6.701940414E-2
7.491980051E0,3.864997625E-2,1.669043675E-2,-1.054821014E-1,1.135731705E-1
7.496956093E0,8.906424046E-3,2.143615112E-2,-2.707252502E-1,2.717185936E-1
7.501932135E0,-1.155376434E-2,1.712442935E-2,-2.968454361E-1,2.975633520E-1
7.506908176E0,1.543694735E-2,1.817471161E-2,-1.992683411E-1,2.006900377E-1
7.511884218E0,1.391786337E-2,3.356845677E-2,-3.604125977E-2,5.118125258E-2
7.516860260E0,4.141688347E-2,6.742507219E-2,7.829761505E-2,1.113194283E-1
7.521836301E0,5.020678043E-2,8.149588108E-2,1.109161377E-1,1.465083241E-1
7.526812343E0,5.938565731E-2,9.498279542E-2,5.774974823E-2,1.260294455E-1
7.531788385E0,4.015100002E-2,7.021097094E-2,-2.347755432E-2,8.421923058E-2
7.536764426E0,2.102476358E-2,4.579148442E-2,-9.053230286E-3,5.119435230E-2
7.541740468E0,3.054875135E-2,2.172551677E-2,3.374290466E-2,5.043617653E-2
7.546716510E0,1.625061035E-2,7.301557809E-3,4.294300079E-2,4.649189607E-2
7.551692499E0,1.167124510E-2,7.136356086E-3,2.356624603E-2,2.724910076E-2
7.556668489E0,2.137482166E-2,6.651680917E-3,-9.896278381E-3,2.447578775E-2
7.561644478E0,-2.293527126E-3,2.985800803E-2,-3.357887268E-2,4.499223934E-2
7.566620468E0,-2.125144005E-3,4.822110757E-2,-3.331184387E-2,5.864699817E-2
7.571596457E0,-2.090114355E-2,6.647430360E-2,-4.561424255E-3,6.983192273E-2
7.576572447E0,-3.946912289E-2,7.533954084E-2,2.394676208E-2,8.835895817E-2
7.581548437E0,-3.888809681E-2,6.994093955E-2,5.221748352E-2,9.555461623E-2
7.586524426E0,-4.316300154E-2,7.419130206E-2,7.551383972E-2,1.143229373E-1
7.591500416E0,-4.740226269E-2,7.350355387E-2,9.861469269E-2,1.318127632E-1
7.596476405E0,-6.590265036E-2,7.737267017E-2,5.029964447E-2,1.134008097E-1
7.601452395E0,-6.530612707E-2,8.116225898E-2,1.663589478E-2,1.054938648E-1
7.606428385E0,-6.481736898E-2,6.128060073E-2,-3.098392487E-2,9.442778695E-2
7.611404374E0,-5.013841391E-2,5.121997744E-2,-2.596855164E-2,7.623458737E-2
7.616380364E0,-3.547883034E-2,3.180173412E-2,-6.757736206E-3,4.812239285E-2
7.621356353E0,-3.033536673E-2,2.204643562E-2,-1.620578766E-2,4.085226250E-2
7.626332343E0,-1.563495398E-2,7.572509348E-3,-3.508090973E-2,3.914671009E-2
7.631308332E0,-1.999944448E-2,-1.152519882E-2,-4.430675507E-2,4.995894847E-2
7.636284322E0,-1.467657089E-2,-2.097085491E-2,-2.497673035E-2,3.576332685E-2
7.641260312E0,4.898607731E-3,-2.079351619E-2,3.685951233E-3,2.167839730E-2
7.646236301E0,-1.837444305E-2,-3.486727923E-2,1.311111450E-2,4.153611251E-2
7.651212291E0,-2.261382341E-2,-3.457824141E-2,2.721881866E-2,4.947629612E-2
7.656188280E0,-2.232640982E-2,-4.858850315E-2,5.072593689E-2,7.370503298E-2
7.661164270E0,-2.694416046E-2,-3.393962979E-2,7.879924774E-2,8.992890357E-2
7.666140260E0,-2.212953568E-2,-3.841501474E-2,5.916118622E-2,7.392885541E-2
7.671116249E0,-2.215498686E-2,-3.330470249E-2,3.019428253E-2,5.011727595E-2
7.676092239E0,-1.748317480E-2,-4.243104532E-2,1.472473145E-3,4.591539160E-2
7.681068228E0,-1.279908419E-2,-4.193703458E-2,1.572227478E-2,4.658026781E-2
7.686044218E0,-8.102774620E-3,-5.099964887E-2,2.985000610E-2,5.964597225E-2
7.691020207E0,1.405358315E-3,-5.054936931E-2,3.910255432E-2,6.392357565E-2
7.695996197E0,-1.295965910E-2,-5.015426502E-2,2.928829193E-2,5.950804238E-2
7.700972187E0,-1.295953989E-2,-4.501395673E-2,-2.318096161E-2,5.226435645E-2
7.705948176E0,-8.159518242E-3,-2.076821402E-2,-3.722858429E-2,4.340350147E-2
7.710924166E0,1.451790333E-3,3.378294408E-3,-8.430480957E-3,9.197476689E-3
7.715900155E0,6.492078304E-3,2.738322690E-2,1.061058044E-2,3.007611367E-2
7.720876145E0,-2.600908279E-3,3.214269876E-2,2.473163605E-2,4.063953284E-2
7.725852135E0,7.376074791E-3,3.671236709E-2,3.398704529E-2,5.056998738E-2
7.730828124E0,1.737278700E-2,1.265013590E-2,7.164764404E-2,7.480123370E-2
7.735804114E0,1.789242029E-2,2.836413682E-3,8.049392700E-2,8.250731017E-2
7.740780103E0,2.336221933E-2,-2.297222614E-3,8.924961090E-2,9.228522942E-2
7.745756093E0,1.944380999E-2,-2.168504149E-2,4.093742371E-2,5.024117267E-2
7.750732082E0,1.530116796E-2,-1.721616834E-2,2.628803253E-2,3.495114945E-2
7.755708072E0,6.187558174E-3,-1.278046891E-2,7.032394409E-3,1.584553038E-2
7.760684062E0,1.118981838E-2,-3.680590540E-3,6.947517395E-3,1.367577347E-2
7.765660051E0,3.984159231E-2,5.475766957E-4,-2.629280090E-3,3.993201012E-2
7.770636041E0,3.031831980E-2,-4.803843796E-3,-4.537010193E-2,5.477886070E-2
7.775612030E0,3.527414799E-2,-1.011066139E-2,-1.020126343E-1,1.084115701E-1
7.780588020E0,4.514312744E-2,-1.046633348E-2,-9.171962738E-2,1.027615499E-1
7.785564010E0,1.709592342E-2,-2.031600848E-2,-3.878784180E-2,4.700539830E-2
7.790539999E0,1.772201061E-2,-6.392542273E-3,1.845455170E-2,2.637242376E-2
7.795515989E0,-1.025092602E-2,2.563502640E-3,1.824569702E-2,2.108455572E-2
7.800491978E0,-9.808480740E-3,2.098926902E-2,-4.841518402E-2,5.367295177E-2
7.805467968E0,-1.442700624E-2,3.946313262E-2,-1.334896088E-1,1.399462504E-1
7.810443957E0,-3.366392851E-2,3.920044750E-2,-1.798324585E-1,1.871086537E-1
7.815419947E0,-5.512654781E-3,3.470151126E-2,-1.782827377E-1,1.817121868E-1
7.820395937E0,1.750123501E-2,4.019553959E-2,-1.055049896E-1,1.142509408E-1
7.825371926E0,4.042589664E-2,3.639554605E-2,2.838993073E-2,6.135859401E-2
7.830347916E0,7.781600952E-2,2.782326192E-2,2.561054230E-1,2.691086266E-1
7.835323905E0,7.721436024E-2,2.364766598E-2,4.818983078E-1,4.886176917E-1
7.840299895E0,2.897810936E-2,4.379164428E-3,4.399032593E-1,4.408784248E-1
7.845275885E0,-6.747329235E-2,-1.524740085E-2,-8.125209808E-2,1.067100363E-1
7.850251874E0,-1.265217066E-1,-7.161395252E-2,-8.733625412E-1,8.853803865E-1
7.855227864E0,-1.340761781E-1,-9.680566192E-2,-1.060455322E0,1.073272215E0
7.860203853E0,-1.277806163E-1,-7.745736837E-2,-7.995834351E-1,8.134255955E-1
7.865179843E0,-4.958838224E-2,-2.007612213E-2,-1.990461349E-1,2.061102185E-1
7.870155832E0,6.221836805E-2,6.791539490E-3,1.255876541E0,1.257435142E0
7.875131822E0,4.896110296E-2,5.368698388E-3,1.730014801E0,1.730715813E0
7.880107812E0,4.840892553E-2,-1.461503282E-2,1.065424919E0,1.066624246E0
7.885083801E0,7.629776001E-2,-2.682850882E-2,8.347797394E-2,1.162311886E-1
7.890059791E0,1.432297826E-1,4.632396623E-3,-8.571414948E-1,8.690384179E-1
7.895035780E0,1.309917569E-1,-1.836763509E-2,-1.234509468E0,1.241575546E0
7.900011770E0,1.593126059E-1,-3.823380917E-2,-8.539190292E-1,8.694941282E-1
7.904987760E0,1.563140750E-1,-2.754253149E-2,-2.439966202E-1,2.910790816E-1
7.909963749E0,1.120929718E-1,2.930663526E-3,1.850271225E-1,2.163526269E-1
7.914939739E0,3.525817394E-2,3.830112517E-2,2.163324356E-1,2.225080621E-1
7.919915728E0,-6.606513262E-2,6.443694979E-2,-7.065296173E-2,1.162263449E-1
7.924891718E0,-1.312276721E-1,7.207164168E-2,-3.265333176E-1,3.592200314E-1
7.929867707E0,-1.557814479E-1,8.030509204E-2,-3.473834991E-1,3.890913296E-1
7.934843697E0,-1.532311440E-1,4.602745175E-2,-1.827344894E-1,2.428789893E-1
7.939819687E0,-1.126630306E-1,1.692430675E-2,7.551193237E-2,1.366800737E-1
7.944795676E0,-1.142983437E-1,-2.160417289E-2,2.650556564E-1,2.894569962E-1
7.949771666E0,-1.197462082E-1,-3.633764759E-2,3.864669800E-1,4.062219906E-1
7.954747655E0,-1.482766867E-1,-4.657077417E-2,3.881025314E-1,4.180650520E-1
7.959723645E0,-1.766222715E-1,-3.824555129E-2,3.469905853E-1,3.912296197E-1
7.964699635E0,-1.955943108E-1,-5.908786505E-2,2.872543335E-1,3.525103719E-1
7.969675624E0,-1.814261079E-1,-6.127166003E-2,2.232866287E-1,2.941539861E-1
7.974651614E0,-1.817755103E-1,-5.909114331E-2,1.361198425E-1,2.346544500E-1
7.979627603E0,-1.439797282E-1,-5.713006854E-2,8.765220642E-2,1.779801005E-1
7.984603593E0,-8.239567280E-2,-5.532679707E-2,8.704280853E-2,1.320096659E-1
7.989579582E0,-1.611298323E-2,-2.524468303E-2,8.165073395E-2,8.696990631E-2
7.994555572E0,2.613228559E-2,-5.174130201E-4,5.253696442E-2,5.867961057E-2
7.999531562E0,8.696842194E-2,1.889956743E-2,-7.438659668E-5,8.899834603E-2
8.004507551E0,1.234525442E-1,9.410761297E-3,-2.849864960E-2,1.270482827E-1
8.009483541E0,1.643298864E-1,1.419504732E-2,-4.448890686E-3,1.650018290E-1
8.014459530E0,1.766836047E-1,9.283766150E-3,9.877204895E-3,1.772028320E-1
8.019435520E0,1.893972158E-1,-5.083657801E-3,3.023147583E-4,1.894656706E-1
8.024411510E0,2.119127512E-1,-3.347839415E-2,-4.478454590E-3,2.145876827E-1
8.029387499E0,2.107043266E-1,-3.783836216E-2,1.450729370E-2,2.145658791E-1
8.034363489E0,1.432840228E-1,-5.645899475E-2,4.755783081E-2,1.611821223E-1
8.039339478E0,1.192135811E-1,-5.608473718E-2,3.759098053E-2,1.370053192E-1
8.044315468E0,5.699568987E-2,-4.652515054E-2,-7.198333740E-2,1.029305550E-1
8.049291457E0,2.812528610E-2,-2.759105712E-2,-2.470893860E-1,2.502108367E-1
8.054267447E0,1.333045959E-2,-2.248598635E-2,-3.257274628E-1,3.267746942E-1
8.059243437E0,1.285344362E-2,-2.139672637E-2,-2.327537537E-1,2.340883183E-1
8.064219426E0,2.198058367E-2,3.841191530E-3,-5.983543396E-2,6.386062925E-2
8.069195416E0,2.194619179E-2,2.866749465E-2,1.353483200E-1,1.400807921E-1
8.074171405E0,2.727770805E-2,6.676597893E-2,2.243804932E-1,2.356870277E-1
8.079147395E0,5.212527514E-2,9.433908015E-2,1.606645584E-1,1.934683609E-1
8.084123385E0,3.918886185E-2,9.287858754E-2,7.844924927E-2,1.277359919E-1
8.089099374E0,2.661746740E-2,6.763631850E-2,4.913139343E-2,8.773286142E-2
8.094075364E0,1.910507679E-2,7.104395330E-2,3.903388977E-2,8.328200172E-2
8.099051353E0,-1.224136353E-2,6.012625247E-2,4.327964783E-2,7.508758308E-2
8.104027343E0,-3.408688307E-2,4.449531436E-2,4.775047302E-3,5.625433027E-2
8.109003332E0,-4.181259871E-2,3.844874352E-2,-2.863502502E-2,6.361260840E-2
8.113979322E0,-4.023402929E-2,2.770407498E-2,-5.224800110E-2,7.152724308E-2
8.118955312E0,-2.447533607E-2,3.123459220E-2,-1.392936707E-2,4.205554770E-2
8.123931301E0,-4.678487778E-2,3.937711567E-2,-2.341938019E-2,6.548167221E-2
8.128907291E0,-2.606880665E-2,4.745607078E-2,-3.758716583E-2,6.591249024E-2
8.133883280E0,-2.431368828E-2,6.031908095E-2,-1.366519928E-2,6.645513250E-2
8.138859270E0,-2.711600065E-2,6.842926890E-2,1.479148865E-2,7.507749643E-2
8.143835260E0,-3.443706036E-2,8.122875541E-2,3.349685669E-2,9.437193036E-2
8.148811249E0,-2.729690075E-2,8.917725086E-2,4.253768921E-2,1.025044285E-1
8.153787239E0,-2.026724815E-2,7.326969504E-2,2.776432037E-2,8.093248449E-2
8.158763228E0,-4.199284315E-2,5.744322017E-2,-5.862236023E-3,7.139669621E-2
8.163739218E0,-5.429685116E-2,3.695698828E-2,1.304626465E-2,6.696396082E-2
8.168715207E0,-6.174951792E-2,3.078819811E-2,5.553913116E-2,8.857489033E-2
8.173691197E0,-7.373416424E-2,2.456781641E-2,6.442546844E-2,1.009502133E-1
8.178667187E0,-4.763060808E-2,2.779739350E-2,2.575302124E-2,6.086532687E-2
8.183643176E0,-3.583520651E-2,1.691694930E-2,-1.260757446E-2,4.158480652E-2
8.188619166E0,-2.408695221E-2,6.174437702E-3,-3.640651703E-2,4.408786035E-2
8.193595155E0,-2.193343639E-2,5.176790059E-3,-3.151416779E-2,3.874296786E-2
8.198571145E0,-1.504957676E-2,-5.313672125E-3,-3.615951538E-2,3.952512397E-2
8.203547135E0,1.119732857E-3,-6.061404943E-3,-1.226139069E-2,1.372356124E-2
8.208523124E0,-2.573662996E-2,-2.099705115E-2,-2.178955078E-2,3.972448618E-2
8.213499114E0,-5.090057850E-3,-3.576086834E-2,-1.697540283E-2,3.991131036E-2
8.218475103E0,1.512664557E-2,-4.555838928E-2,6.813049316E-3,4.848504801E-2
8.223451093E0,2.092921734E-2,-5.042698607E-2,1.140975952E-2,5.577719673E-2
8.228427082E0,2.837657928E-3,-5.526304990E-2,3.971862793E-2,6.811480303E-2
8.233403072E0,-8.063912392E-4,-4.117172956E-2,6.303977966E-2,7.529791101E-2
8.238379062E0,4.827976227E-4,-4.634622484E-2,6.715869904E-2,8.159961095E-2
8.243355051E0,1.631528139E-2,-4.693894833E-2,7.596778870E-2,9.077752033E-2
8.248331041E0,1.322776079E-2,-4.773261398E-2,6.094455719E-2,7.853416546E-2
8.253307082E0,1.047480106E-2,-4.402853176E-2,4.602146149E-2,6.454616940E-2
8.258283124E0,1.749962568E-2,-4.045036808E-2,4.545021057E-2,6.331027419E-2
8.263259166E0,2.472341061E-2,-4.645057768E-2,3.061771393E-2,6.087977993E-2
8.268235207E0,8.248031139E-3,-3.350193426E-2,6.404876709E-3,3.509176631E-2
8.273211249E0,1.095563173E-2,-3.490284085E-2,-3.185462952E-2,4.850723233E-2
8.278187291E0,1.353782415E-2,-2.679118142E-2,-3.179931641E-2,4.372912769E-2
8.283163332E0,2.549278736E-2,-2.344032750E-2,-2.223777771E-2,4.115640798E-2
8.288139374E0,2.310258150E-2,-1.996307820E-2,-2.225208282E-2,3.778106607E-2
8.293115416E0,2.542912960E-2,-1.166734099E-2,-4.125404358E-2,4.984639997E-2
8.298091457E0,8.587718010E-3,6.210640073E-3,-5.533695221E-2,5.634269456E-2
8.303067499E0,5.771815777E-3,9.745562449E-3,-6.927585602E-2,7.019568414E-2
8.308043541E0,4.530411959E-2,3.805503249E-3,-4.033088684E-2,6.077438227E-2
8.313019582E0,8.430069685E-2,2.149536833E-2,-1.161193848E-2,8.776955887E-2
8.317995624E0,1.040292382E-1,5.316503346E-2,-4.486656189E-2,1.251463606E-1
8.322971666E0,3.827410936E-2,-5.618402734E-3,-7.310581207E-2,8.270993686E-2
8.327947707E0,4.444897175E-2,-4.480730742E-2,-1.201152802E-1,1.356874586E-1
8.332923749E0,2.708703279E-2,-7.401431352E-2,-1.192655563E-1,1.429548841E-1
8.337899791E0,2.432096004E-2,-7.438391447E-2,-8.994579315E-2,1.192255071E-1
8.342875832E0,1.693230867E-2,-6.994657218E-2,-1.814079285E-2,7.421801939E-2
8.347851874E0,5.680322647E-5,-6.559766829E-2,8.363723755E-4,6.560302455E-2
8.352827916E0,-2.173501253E-2,-4.708340764E-2,-1.356220245E-2,5.360215835E-2
8.357803957E0,-9.688735008E-4,-2.408155985E-2,-4.680824280E-2,5.264856916E-2
8.362779999E0,5.786418915E-4,-5.968408659E-3,-6.077766418E-2,6.107275327E-2
8.367756041E0,2.319037914E-3,1.679377258E-2,-2.716159821E-2,3.201813785E-2
8.372732082E0,1.880484819E-2,2.992073447E-2,7.261753082E-2,8.076000526E-2
8.377708124E0,2.627390623E-2,4.283907264E-2,2.237539291E-1,2.293279859E-1
8.382684166E0,1.014465094E-2,4.098866135E-2,3.641204834E-1,3.665606508E-1
8.387660207E0,-2.066081762E-2,2.894294448E-2,2.896757126E-1,2.918502731E-1
8.392636249E0,-9.523254633E-2,-2.405174077E-3,-1.069536209E-1,1.432274407E-1
8.397612291E0,-1.174126863E-1,-5.139370263E-2,-6.901836395E-1,7.019832675E-1
8.402588280E0,-9.140884876E-2,-5.955224484E-2,-1.069150925E0,1.074702632E0
8.407564270E0,-5.576574802E-2,-4.214607924E-2,-8.514213562E-1,8.542859220E-1
8.412540260E0,8.738100529E-3,-2.927958220E-2,-7.115278244E-1,7.121836092E-1
8.417516249E0,1.150286794E-1,1.547431760E-2,4.718990326E-1,4.859627028E-1
8.422492239E0,8.986181021E-2,2.708041854E-2,1.802325249E0,1.804767242E0
8.427468228E0,1.923537254E-2,4.773548618E-2,1.692569733E0,1.693351994E0
8.432444218E0,1.097143888E-1,4.624063149E-2,9.285087585E-1,9.361110820E-1
8.437420207E0,1.918461323E-1,5.890731141E-2,-1.759471893E-1,2.668940300E-1
8.442396197E0,2.293130159E-1,2.171448432E-2,-9.485464096E-1,9.761128363E-1
8.447372187E0,2.372443080E-1,-1.186950691E-2,-1.054958344E0,1.081370821E0
8.452348176E0,1.911595464E-1,-4.730477557E-2,-6.241235733E-1,6.544539317E-1
8.457324166E0,9.466207027E-2,-5.267793313E-2,-6.402015686E-2,1.258350216E-1
8.462300155E0,8.517622948E-3,-1.961414889E-2,2.160062790E-1,2.170621508E-1
8.467276145E0,-6.399857998E-2,4.667067155E-2,3.794384003E-2,8.782769961E-2
8.472252135E0,-1.336308122E-1,6.568635255E-2,-2.856664658E-1,3.221447199E-1
8.477228124E0,-1.391369104E-1,8.567170799E-2,-5.114135742E-1,5.368822639E-1
8.482204114E0,-1.709630787E-1,7.322388887E-2,-4.312000275E-1,4.695993781E-1
8.487180103E0,-1.947229803E-1,7.088294625E-2,-2.090873718E-1,2.943789397E-1
8.492156093E0,-2.047070563E-1,4.481496662E-2,5.870437622E-2,2.176225262E-1
8.497132082E0,-2.333452404E-1,1.860459149E-2,2.625188828E-1,3.517275875E-1
8.502108072E0,-2.231402099E-1,2.528038807E-2,3.981161118E-1,4.570854294E-1
8.507084062E0,-2.119921148E-1,7.412017882E-2,4.660358429E-1,5.173237521E-1
8.512060051E0,-2.001136243E-1,2.711043321E-2,3.956298828E-1,4.441885212E-1
8.517036041E0,-2.306592166E-1,-2.465690300E-2,3.162870407E-1,3.922360631E-1
8.522012030E0,-2.324591577E-1,-6.215197966E-2,2.043676376E-1,3.156996356E-1
8.526988020E0,-2.438958287E-1,-4.734137654E-2,1.171340942E-1,2.746757675E-1
8.531964010E0,-1.888104379E-1,-6.147518754E-2,4.012870789E-2,2.025805848E-1
8.536939999E0,-5.810558796E-2,-9.002894163E-2,-1.724720001E-2,1.085308048E-1
8.541915989E0,1.463091373E-2,-1.044530272E-1,-4.091167450E-2,1.131294111E-1
8.546891978E0,1.106066108E-1,-1.000204086E-1,-1.689910889E-2,1.500782608E-1
8.551867968E0,1.965431571E-1,-6.750085205E-2,1.164531708E-2,2.081374331E-1
8.556843957E0,2.535302639E-1,-4.501678795E-2,-1.229763031E-2,2.577893280E-1
8.561819947E0,2.487756014E-1,-3.227863088E-2,-3.132152557E-2,2.528087179E-1
8.566795937E0,2.395696640E-1,-2.429884113E-2,-3.595829010E-2,2.434687993E-1
8.571771926E0,2.213039398E-1,-3.058288433E-2,2.589988708E-2,2.249034254E-1
8.576747916E0,2.080420256E-1,-1.792362891E-2,5.874443054E-2,2.169185308E-1
8.581723905E0,1.520513296E-1,-1.486701891E-2,7.232952118E-2,1.690331172E-1
8.586699895E0,9.167575836E-2,2.140679024E-2,4.307174683E-2,1.035271496E-1
8.591675885E0,7.867002487E-2,1.454531029E-2,-6.662559509E-2,1.041129617E-1
8.596651874E0,5.080604553E-2,1.734108478E-2,-2.323446274E-1,2.384659166E-1
8.601627864E0,3.690499067E-2,-3.120377660E-3,-2.874345779E-1,2.898108895E-1
8.606603853E0,5.135339499E-2,-1.319666579E-2,-2.328357697E-1,2.387966055E-1
8.611579843E0,2.273929119E-2,-3.635399044E-3,-1.549396515E-1,1.566415880E-1
8.616555832E0,3.449320793E-3,-1.764563099E-2,-5.392456055E-2,5.684297966E-2
8.621531822E0,2.194821835E-2,-2.240560949E-2,7.951259613E-2,8.547507572E-2
8.626507812E0,1.221334934E-2,2.444191650E-2,1.975688934E-1,1.994493440E-1
8.631483801E0,3.197699785E-2,5.598434061E-2,2.291116714E-1,2.380103628E-1
8.636459791E0,9.766221046E-3,6.790926307E-2,1.796092987E-1,1.922668647E-1
8.641435780E0,-2.298891544E-3,5.599201471E-2,8.775520325E-2,1.041218820E-1
8.646411770E0,-3.810906410E-2,2.993497998E-2,-8.074760437E-3,4.912845966E-2
8.651387760E0,-3.614807129E-2,3.269233555E-2,-8.882713318E-2,1.013199460E-1
8.656363749E0,-4.416388273E-2,1.648429781E-2,-1.308908463E-1,1.391207901E-1
8.661339739E0,-3.327399492E-2,5.217976868E-3,-1.013660431E-1,1.068150772E-1
8.666315728E0,-3.202319145E-2,1.778490841E-2,-4.834079742E-2,6.065163191E-2
8.671291718E0,-3.062880039E-2,2.534746006E-2,-5.263328552E-3,4.010386231E-2
8.676267707E0,-3.874301910E-2,1.839555427E-2,5.170249939E-2,6.717563836E-2
8.681243697E0,-3.718966246E-2,2.564399689E-2,3.696155548E-2,5.836816045E-2
8.686219687E0,-4.029512405E-2,1.869259030E-2,2.233695984E-2,4.971971168E-2
8.691195676E0,-4.322063923E-2,7.208168507E-3,1.732158661E-2,4.711707452E-2
8.696171666E0,-5.081903934E-2,1.502247155E-2,2.658939362E-2,5.928950383E-2
8.701147655E0,-5.825150013E-2,1.332920790E-2,5.951595306E-2,8.433892174E-2
8.706123645E0,-5.137628317E-2,2.589219064E-2,6.367778778E-2,8.581834690E-2
8.711099635E0,-4.455864429E-2,4.305047542E-2,2.032089233E-2,6.520548198E-2
8.716075624E0,-2.835232019E-2,5.526566505E-2,-1.792144775E-2,6.464770749E-2
8.721051614E0,-1.243519783E-2,9.116982669E-2,-3.684139252E-2,9.911538551E-2
8.726027603E0,-3.943848610E-2,6.044711173E-2,-2.236175537E-2,7.555988092E-2
8.731003593E0,-2.342969179E-2,2.059262991E-2,-3.257751465E-3,3.136271367E-2
8.735979582E0,-2.660065889E-2,9.670399129E-3,-1.280117035E-2,3.106415354E-2
8.740955572E0,-1.080226898E-2,8.435979486E-3,-1.751422882E-2,2.223967123E-2
8.745931562E0,9.509861469E-3,7.366269827E-3,-2.693176270E-2,2.949608852E-2
8.750907551E0,1.071059704E-2,-1.253720373E-2,-3.152561188E-2,3.557755712E-2
8.755883541E0,1.195359230E-2,-2.742956579E-2,-3.608512878E-2,4.687649696E-2
8.760859530E0,-5.756258965E-3,-3.739786893E-2,-4.061031342E-2,5.550614987E-2
8.765835520E0,-3.761523962E-2,1.988112926E-4,-2.610015869E-2,4.578388430E-2
8.770811510E0,6.972849369E-3,-1.469680667E-2,-3.546524048E-2,3.901794506E-2
8.775787499E0,8.607268333E-3,-4.846232384E-2,-5.900764465E-2,7.684129117E-2
8.780763489E0,1.957142353E-2,-4.855865985E-2,-5.385398865E-2,7.510816306E-2
8.785739478E0,1.119321585E-2,-4.865723848E-2,-2.498626709E-2,5.583125004E-2
8.790715468E0,-2.120614052E-3,-4.400955141E-2,-1.533699036E-2,4.665362678E-2
8.795691457E0,8.264482021E-3,-3.465209901E-2,-1.010894775E-3,3.563834364E-2
8.800667447E0,4.215061665E-3,-2.537567914E-2,-5.791664124E-3,2.636731328E-2
8.805643437E0,1.434236765E-2,-3.512209654E-2,3.718376160E-3,3.811943725E-2
8.810619426E0,1.013982296E-2,-2.584479749E-2,1.314926147E-2,3.071925527E-2
8.815595416E0,-3.576695919E-3,-2.619027346E-2,1.775741577E-2,3.184413592E-2
8.820571405E0,2.091217041E-2,-3.602987528E-2,3.656673431E-2,5.543100975E-2
8.825547395E0,1.680934429E-2,-1.735100895E-2,4.096794128E-2,4.756031728E-2
8.830523385E0,1.274031401E-2,-1.317328215E-2,2.159118652E-2,2.832013946E-2
8.835499374E0,2.764767408E-2,4.666149616E-4,2.612113953E-2,3.803847450E-2
8.840475364E0,2.797937393E-2,4.392847419E-3,6.883621216E-3,2.914664158E-2
8.845451353E0,6.629681587E-2,7.945935428E-2,4.004096985E-2,1.109609663E-1
8.850427343E0,3.322380781E-2,5.871231109E-2,4.917240143E-2,8.347982955E-2
8.855403332E0,3.387290239E-2,1.423513889E-2,3.922271729E-2,5.374415547E-2
8.860379322E0,1.103073359E-2,-1.477412879E-3,-8.645057678E-3,1.409243962E-2
8.865355312E0,7.422864437E-3,-1.219853759E-2,-1.083507538E-1,1.092876438E-1
8.870331301E0,3.740966320E-3,-3.206378222E-2,-1.929769516E-1,1.956583369E-1
8.875307291E0,5.211663246E-2,-5.145148188E-2,-2.578945160E-1,2.680913645E-1
8.880283280E0,9.352803230E-3,-7.042011619E-2,-2.462682724E-1,2.563094413E-1
8.885259270E0,-2.779364586E-4,-5.578824133E-2,-1.634855270E-1,1.727423592E-1
8.890235260E0,8.959889412E-3,-1.748431474E-2,-5.289077759E-2,5.642176206E-2
8.895211249E0,4.028499126E-3,2.040348947E-2,2.353477478E-2,3.140727323E-2
8.900187239E0,2.324086428E-2,4.837565869E-2,6.131553650E-2,8.148580945E-2
8.905163228E0,1.431614161E-2,4.282671213E-2,6.076431274E-2,7.570588409E-2
8.910139218E0,1.552879810E-2,4.697535187E-2,7.917690277E-2,9.336385375E-2
8.915115207E0,4.568505287E-2,3.700120002E-2,1.211500168E-1,1.346608311E-1
8.920091197E0,2.346020937E-2,8.164629340E-3,1.722650528E-1,1.740468070E-1
8.925067187E0,-8.590936661E-3,-1.108910888E-2,1.090211868E-1,1.099199332E-1
8.930043176E0,-7.959881425E-2,-3.482501954E-2,-1.957988739E-1,2.142100657E-1
8.935019166E0,-8.456698060E-2,-5.742782354E-2,-5.407667160E-1,5.503436838E-1
8.939995155E0,-1.795816422E-2,-8.288753033E-2,-6.407194138E-1,6.463081351E-1
8.944971145E0,5.887955427E-2,-7.816021889E-2,-3.790397644E-1,3.914677059E-1
8.949947135E0,1.082318425E-1,-7.863918692E-2,-1.516342163E-2,1.346409403E-1
8.954923124E0,1.681620479E-1,-2.853439003E-2,-1.339855194E-1,2.168981447E-1
8.959899114E0,9.799790382E-2,-9.206168354E-3,3.133497238E-1,3.284454172E-1
8.964875103E0,-9.553638101E-2,3.561854362E-2,8.047657013E-1,8.111989366E-1
