"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.348308792E1,-5.291521549E-3,-1.201632619E-2,-6.954956055E-2,7.077805922E-2
1.348806390E1,8.892327547E-3,-7.631123066E-3,-5.471038818E-2,5.595117607E-2
1.349303990E1,-5.690068007E-3,1.521229744E-3,2.746582031E-3,6.498825025E-3
1.349801589E1,-1.540240645E-2,2.014586329E-2,5.022621155E-2,5.626510694E-2
1.350299187E1,-1.033633947E-3,2.922134101E-2,3.556823730E-2,4.604405146E-2
1.350796786E1,8.517205715E-3,2.893216908E-2,-2.171134949E-2,3.716175315E-2
1.351294385E1,1.323997974E-2,2.880002558E-2,-7.851600647E-2,8.467291072E-2
1.351791984E1,3.216886520E-2,2.407507598E-2,-7.312107086E-2,8.343342361E-2
1.352289583E1,5.099394917E-2,5.243375897E-3,2.244567871E-2,5.596145402E-2
1.352787182E1,2.202257514E-2,7.625967264E-4,1.409654617E-1,1.426773870E-1
1.353284781E1,-7.117271423E-3,-4.045233130E-3,1.682996750E-1,1.684986649E-1
1.353782380E1,-4.174220562E-2,-3.756172955E-2,7.581710815E-4,5.615932763E-2
1.354279979E1,-8.676230907E-2,-7.053938508E-2,-3.837804794E-1,3.997386140E-1
1.354777578E1,-9.832620621E-2,-5.926163495E-2,-6.986589432E-1,7.080284621E-1
1.355275177E1,-8.944153786E-3,-8.880110085E-2,-7.735748291E-1,7.787063950E-1
1.355772776E1,5.713653564E-2,-8.857810497E-2,-3.255949020E-1,3.422319456E-1
1.356270375E1,7.590773702E-2,-4.665994644E-2,-4.754734039E-2,1.009944787E-1
1.356767974E1,1.038171351E-1,3.558182716E-2,1.854982376E-1,2.155311117E-1
1.357265573E1,2.884250879E-2,9.046298265E-2,8.393917084E-1,8.447448619E-1
1.357763172E1,-6.998389959E-3,1.277107894E-1,8.660049438E-1,8.753991010E-1
1.358260771E1,5.975025892E-2,1.065925658E-1,4.793930054E-1,4.947218634E-1
1.358758370E1,1.696488857E-1,4.317982495E-2,3.424167633E-2,1.783752620E-1
1.359255969E1,2.441963553E-1,-2.336390316E-2,-3.218851089E-1,4.047069993E-1
1.359753568E1,3.179599941E-1,-7.846108079E-2,-2.668867111E-1,4.224727395E-1
1.360251167E1,2.998518646E-1,-5.165880919E-2,-4.156875610E-2,3.070956443E-1
1.360748766E1,2.084504366E-1,3.707706928E-3,9.629154205E-2,2.296462338E-1
1.361246364E1,8.122083545E-2,5.896291137E-2,1.047325134E-1,1.450598097E-1
1.361743964E1,-3.518921137E-2,1.097758263E-1,-8.840560913E-4,1.152813697E-1
1.362241562E1,-1.514534056E-1,1.088078320E-1,-1.958265305E-1,2.704169159E-1
1.362739161E1,-2.164727151E-1,7.594609261E-2,-4.365863800E-1,4.931895301E-1
1.363236760E1,-2.839893997E-1,1.135253906E-2,-5.850334167E-1,6.504175259E-1
1.363734359E1,-3.021058738E-1,-4.703259468E-2,-5.849380493E-1,6.600246552E-1
1.364231958E1,-2.659700513E-1,-8.557878435E-2,-3.995532990E-1,4.875516744E-1
1.364729557E1,-2.410686612E-1,-6.212991476E-2,-1.254348755E-1,2.787617867E-1
1.365227156E1,-2.114175856E-1,-4.848074913E-2,1.796360016E-1,2.816325116E-1
1.365724755E1,-2.236195505E-1,-3.974492848E-2,4.441394806E-1,4.988439044E-1
1.366222354E1,-2.249921262E-1,-4.077957571E-2,5.781898499E-1,6.217619586E-1
1.366719953E1,-2.302821279E-1,-6.115441024E-2,5.449047089E-1,5.947191455E-1
1.367217552E1,-2.209267318E-1,-6.757020950E-2,4.026794434E-1,4.642467966E-1
1.367715151E1,-1.880654693E-1,-6.984709203E-2,2.569122314E-1,3.259618561E-1
1.368212750E1,-1.319947541E-1,-5.367547274E-2,1.551189423E-1,2.106313313E-1
1.368710349E1,-7.654625177E-2,-6.174173951E-2,6.368541718E-2,1.171631487E-1
1.369207948E1,6.725996733E-3,-4.156094790E-2,1.101684570E-2,4.351921772E-2
1.369705547E1,9.384775162E-2,-5.494444072E-2,-1.745891571E-2,1.101412992E-1
1.370203146E1,1.519093513E-1,-4.958723485E-2,3.028106689E-2,1.626415934E-1
1.370700745E1,2.101570666E-1,-4.943555593E-2,1.108455658E-1,2.426862301E-1
1.371198344E1,2.546519935E-1,-4.019851983E-2,1.669673920E-1,3.071508893E-1
1.371695943E1,2.282711864E-1,-6.453791261E-2,1.181316376E-1,2.650055857E-1
1.372193542E1,1.976689398E-1,-6.033410132E-2,3.214836121E-3,2.066967555E-1
1.372691141E1,1.719670296E-1,-7.035930455E-2,-7.275390625E-2,1.995400257E-1
1.373188740E1,1.462709904E-1,-5.655418336E-2,-5.785942078E-2,1.671564861E-1
1.373686339E1,1.064898074E-1,-4.765985906E-2,-3.833675385E-2,1.228057325E-1
1.374183937E1,6.229174137E-2,-3.883962333E-2,-3.797054291E-2,8.264707806E-2
1.374681536E1,5.634462833E-2,-3.463084996E-2,-4.235649109E-2,7.853715839E-2
1.375179135E1,1.684451103E-2,-2.549816668E-2,-5.619239807E-2,6.396467507E-2
1.375676734E1,-8.647859097E-3,-2.103534341E-2,-5.564689636E-2,6.011529102E-2
1.376174333E1,-3.955563903E-2,3.547571599E-2,-1.310405731E-1,1.414029943E-1
1.376671932E1,-3.294354677E-2,4.863360524E-2,-2.437601089E-1,2.507379021E-1
1.377169531E1,-3.609240055E-2,6.669491529E-2,-3.222961426E-1,3.310976844E-1
1.377667135E1,-2.945956588E-2,4.259070754E-2,-2.719936371E-1,2.768797085E-1
1.378164740E1,-3.681886196E-2,3.850769997E-2,-1.889019012E-1,1.962712405E-1
1.378662344E1,-3.472223878E-2,4.911616445E-2,-6.377029419E-2,8.766231743E-2
1.379159948E1,-1.375174522E-2,7.372747362E-2,1.078128815E-1,1.313334241E-1
1.379657552E1,-1.989871264E-3,1.022647321E-1,2.589664459E-1,2.784342923E-1
1.380155156E1,1.039430499E-2,1.203980446E-1,2.806329727E-1,3.055463894E-1
1.380652760E1,9.150385857E-3,1.332198530E-1,2.403669357E-1,2.749682211E-1
1.381150364E1,1.312974095E-2,1.315839887E-1,1.909217834E-1,2.322452660E-1
1.381647969E1,-1.616266370E-2,1.203593761E-1,1.039018631E-1,1.598224273E-1
1.382145573E1,-4.077303410E-2,8.538506925E-2,2.237224579E-2,9.722945923E-2
1.382643177E1,-4.644325376E-2,6.014999747E-2,-1.482963562E-3,7.600787588E-2
1.383140781E1,-6.176948547E-2,5.391320586E-2,-1.562786102E-2,8.346456219E-2
1.383638385E1,-7.707238197E-2,4.287922382E-2,-2.490043640E-2,9.164503059E-2
1.384135990E1,-7.820963860E-2,3.188812733E-2,-1.983928680E-2,8.675942332E-2
1.384633594E1,-7.469207048E-2,2.558271587E-2,8.931159973E-3,7.945531048E-2
1.385131198E1,-7.130461931E-2,3.821626306E-2,1.372718811E-2,8.205648780E-2
1.385628802E1,-5.370005965E-2,4.114463925E-2,1.373863220E-2,6.903135346E-2
1.386126406E1,-4.563757777E-2,4.399958253E-2,2.324390411E-2,6.752059572E-2
1.386624010E1,-5.658495426E-2,5.163086951E-2,4.175186157E-3,7.671398774E-2
1.387121614E1,-6.253692508E-2,5.449938774E-2,-3.848552704E-2,9.144498922E-2
1.387619219E1,-3.504413366E-2,3.380541503E-2,-5.705928802E-2,7.501106412E-2
1.388116823E1,-1.263201237E-2,3.723269701E-2,-3.749084473E-2,5.432683408E-2
1.388614427E1,-3.314191103E-2,2.178975940E-2,-1.808834076E-2,4.359320994E-2
1.389112031E1,-1.349210739E-3,3.037033975E-2,-3.594398499E-3,3.061205003E-2
1.389609635E1,1.635968685E-3,2.473711967E-2,1.281738281E-3,2.482426910E-2
1.390107240E1,-2.038180828E-4,2.869950235E-2,-3.377914429E-3,2.889832664E-2
1.390604844E1,-1.152408123E-2,2.323263884E-2,-1.275062561E-2,2.889876137E-2
1.391102448E1,9.938478470E-4,2.266059816E-2,-1.729869843E-2,2.852604792E-2
1.391600052E1,8.660227060E-3,1.744557917E-2,-2.655887604E-2,3.293511290E-2
1.392097656E1,1.641729474E-2,2.192565799E-2,-2.150726318E-2,3.482562870E-2
1.392595260E1,9.969860315E-3,-1.152132452E-2,-7.007598877E-3,1.677037493E-2
1.393092865E1,1.307317615E-2,-2.084396780E-2,7.368087769E-3,2.568399590E-2
1.393590469E1,6.706446409E-3,-2.059429884E-2,2.628326416E-3,2.181764579E-2
1.394088073E1,5.089789629E-3,-2.509513497E-2,7.428169250E-3,2.666176019E-2
1.394585677E1,2.733340859E-2,-2.476084232E-2,3.117561340E-2,4.829216716E-2
1.395083281E1,3.039887547E-2,-2.453477681E-2,4.998016357E-2,6.343550783E-2
1.395580880E1,2.879464626E-2,-3.391306102E-2,7.337284088E-2,8.580676629E-2
1.396078479E1,4.150074720E-2,-2.912218869E-2,5.858516693E-2,7.747667828E-2
1.396576078E1,2.571284771E-2,-5.291371047E-2,2.492237091E-2,6.389159464E-2
1.397073677E1,2.425184846E-2,-4.326996207E-2,-3.219890594E-2,5.913722445E-2
1.397571276E1,8.556306362E-3,-3.829792142E-2,-6.510543823E-2,7.601749306E-2
1.398068875E1,7.238388062E-3,-3.806680441E-2,-4.075717926E-2,5.623720762E-2
1.398566474E1,1.183003187E-3,-4.248304665E-2,-2.367973328E-3,4.256543254E-2
1.399064073E1,-2.059340477E-5,-3.272250295E-2,2.145576477E-2,3.912943221E-2
1.399561672E1,-1.162678003E-3,-2.299176157E-2,4.507732391E-2,5.061559099E-2
1.400059271E1,2.149996161E-2,-2.769321203E-2,4.475975037E-2,5.685593720E-2
1.400556870E1,2.508538961E-2,-3.246359527E-2,3.019618988E-2,5.094086447E-2
1.401054469E1,1.444682479E-2,-4.183970392E-2,1.574897766E-2,4.698193129E-2
1.401552068E1,8.697003126E-3,-5.108614266E-2,1.091575623E-2,5.295833805E-2
1.402049667E1,1.724177599E-2,-5.550962687E-2,1.374244690E-3,5.814194753E-2
1.402547266E1,-2.619713545E-3,-4.565331340E-2,-1.759243011E-2,4.899572962E-2
1.403044865E1,1.572498679E-2,-4.537872970E-2,6.332397461E-3,4.844175447E-2
1.403542464E1,1.027742028E-2,-3.566095233E-2,2.530574799E-2,4.491892441E-2
1.404040062E1,1.437219977E-2,-3.087571263E-2,2.038097382E-2,3.968946775E-2
1.404537661E1,4.135906696E-3,-3.567886353E-2,1.550102234E-2,3.911992741E-2
1.405035260E1,1.292857528E-2,-1.659907401E-2,-2.257728577E-2,3.086115923E-2
1.405532859E1,1.204672456E-2,-2.141818404E-2,-4.608726501E-2,5.222928467E-2
1.406030458E1,-1.736769080E-2,-2.135083079E-2,-5.040740967E-2,5.743171257E-2
1.406528057E1,1.101255417E-3,-1.173293591E-2,-1.671314240E-2,2.045002878E-2
1.407025656E1,-8.970409632E-3,-1.639179885E-2,2.449035645E-3,1.884561207E-2
1.407523255E1,-9.410887957E-3,-1.151223481E-2,-1.179027557E-2,1.897648441E-2
1.408020854E1,-1.449441910E-2,-1.136769354E-2,-6.923675537E-3,1.967866673E-2
1.408518453E1,4.155397415E-3,-2.077284455E-2,-6.842613220E-3,2.226206985E-2
1.409016052E1,-1.144200563E-3,-1.580263674E-2,-2.100563049E-2,2.631100597E-2
1.409513651E1,3.098607063E-3,-1.082497835E-2,-6.561279297E-3,1.303195718E-2
1.410011250E1,2.160316706E-2,-1.543730497E-2,7.761955261E-3,2.766324567E-2
1.410508849E1,2.068340778E-3,-5.817219615E-3,4.095554352E-2,4.141828850E-2
1.411006448E1,1.793384552E-3,-5.928829312E-3,5.962562561E-2,5.994649677E-2
1.411504047E1,-7.822960615E-3,-1.568841934E-2,6.389045715E-2,6.625191114E-2
1.412001646E1,-1.256039739E-2,-1.591856778E-2,4.912376404E-2,5.314422429E-2
1.412499245E1,-1.245841384E-2,-1.614680886E-2,3.922557831E-2,4.421060399E-2
1.412996844E1,-1.235851645E-2,-1.647357643E-2,3.890991211E-2,4.402377664E-2
1.413494443E1,-1.690486073E-2,-2.634616196E-2,4.334163666E-2,5.346393209E-2
1.413992042E1,-2.125874162E-2,-3.149102628E-2,7.622146606E-2,8.516648825E-2
1.414489640E1,-2.547332644E-2,-2.255366743E-2,1.040792465E-1,1.094990768E-1
1.414987240E1,-2.005264163E-2,-3.769101202E-2,1.079635620E-1,1.160984563E-1
1.415484839E1,-2.391642332E-2,-2.921749651E-2,9.281444550E-2,1.002006921E-1
1.415982437E1,-8.547842503E-3,-3.536942601E-2,1.110296249E-1,1.168402308E-1
1.416480036E1,-2.154049277E-2,-3.223097324E-2,1.195888519E-1,1.257152416E-1
1.416977635E1,-1.987126470E-2,-4.377415776E-2,1.470670700E-1,1.547248110E-1
1.417475234E1,-2.750787139E-2,-4.117958248E-2,1.078329086E-1,1.186607651E-1
1.417972833E1,-3.972738981E-2,-3.406202793E-2,5.942916870E-2,7.918531013E-2
1.418470432E1,-2.820566297E-2,-2.695238590E-2,-2.811431885E-3,3.911386811E-2
1.418968031E1,-2.168589830E-2,-1.984529197E-2,-1.229286194E-2,3.186264668E-2
1.419465630E1,-1.537522674E-2,-1.274591684E-2,6.803512573E-3,2.109843067E-2
1.419963229E1,-2.356892824E-2,8.539736271E-3,1.625442505E-2,2.987687748E-2
1.420460828E1,-3.654751182E-2,2.490201592E-2,4.937553406E-2,6.628555182E-2
1.420958427E1,-6.834685802E-3,2.207964659E-2,1.100254059E-2,2.559843009E-2
1.421456026E1,-1.318335533E-3,3.352630138E-2,6.199836731E-3,3.412021202E-2
1.421953625E1,-1.019808650E-2,2.108594775E-2,-1.280021667E-2,2.669201581E-2
1.422451224E1,9.435445070E-3,1.824632287E-2,-4.588508606E-2,5.027322393E-2
1.422948823E1,1.486459374E-2,5.935996771E-3,-9.769725800E-2,9.899972942E-2
1.423446422E1,2.045154572E-2,8.236765862E-3,-1.538419724E-1,1.554138427E-1
1.423944021E1,1.659932733E-2,1.082545519E-2,-1.525516510E-1,1.538334631E-1
1.424441620E1,-1.466482878E-3,1.365056634E-2,-1.227884293E-1,1.235535790E-1
1.424939219E1,8.952915668E-3,2.615788579E-2,-6.478023529E-2,7.043343363E-2
1.425436818E1,4.886746407E-3,3.861007094E-2,6.996154785E-3,3.954192775E-2
1.425934417E1,9.043812752E-4,6.035488844E-2,4.493618011E-2,7.525151658E-2
1.426432016E1,1.703649759E-3,6.767290831E-2,2.083015442E-2,7.082669182E-2
1.426929614E1,-1.174935699E-2,7.508447766E-2,-1.732444763E-2,7.794782012E-2
1.427427214E1,1.785069704E-2,7.794594765E-2,-6.467533112E-2,1.028451097E-1
1.427924812E1,9.166002274E-3,7.629027963E-2,-4.040908813E-2,8.681656966E-2
1.428422411E1,-4.194915295E-3,6.995144486E-2,4.538345337E-2,8.348927951E-2
1.428920010E1,1.446366310E-3,3.512278199E-2,1.732044220E-1,1.767356036E-1
1.429417609E1,-2.867072821E-3,3.335735202E-2,2.762527466E-1,2.782741688E-1
1.429915208E1,-3.646042943E-2,1.199358702E-2,1.600704193E-1,1.646078618E-1
1.430412807E1,-9.470567107E-2,-9.290546179E-3,-2.732315063E-1,2.893284197E-1
1.430910406E1,-9.099736810E-2,-6.223696470E-2,-8.406620026E-1,8.478599904E-1
1.431408005E1,-5.618602037E-3,-5.987590551E-2,-1.128080368E0,1.129682260E0
1.431905604E1,3.708991408E-2,-4.629689455E-2,-6.249437332E-1,6.277529242E-1
1.432403208E1,5.142119527E-2,-1.451745629E-2,-1.070051193E-1,1.196034758E-1
1.432900812E1,9.815406799E-2,3.362250328E-2,5.824174881E-1,5.915867005E-1
1.433398417E1,4.225903749E-2,7.306015491E-2,1.237836838E0,1.240710945E0
1.433896021E1,-6.362915039E-3,1.187396646E-1,9.478168488E-1,9.552467605E-1
1.434393625E1,1.063392162E-1,1.154820323E-1,4.560956955E-1,4.823561051E-1
1.434891229E1,2.057550848E-1,8.872380853E-2,-1.313381195E-1,2.597244131E-1
1.435388833E1,2.455987632E-1,2.534162998E-2,-6.570777893E-1,7.019345923E-1
1.435886437E1,2.502160370E-1,-4.979887605E-2,-7.512912750E-1,7.934271064E-1
1.436384042E1,2.476190031E-1,-5.149480700E-2,-3.937826157E-1,4.680081561E-1
1.436881646E1,1.848152280E-1,-2.382564545E-2,4.611492157E-2,1.919659237E-1
1.437379250E1,1.139755547E-1,3.250002861E-2,2.543611526E-1,2.806176668E-1
1.437876854E1,3.939849138E-2,9.825468063E-2,1.664342880E-1,1.972475491E-1
1.438374458E1,-4.920622706E-2,1.357842982E-1,-8.221244812E-2,1.661851830E-1
1.438872062E1,-1.005766690E-1,1.266982853E-1,-3.097581863E-1,3.494542257E-1
1.439369667E1,-1.777307391E-1,6.183359027E-2,-4.451065063E-1,4.832508774E-1
1.439867271E1,-2.240368426E-1,-1.586678624E-2,-4.937381744E-1,5.424220189E-1
1.440364875E1,-2.490426302E-1,-7.831791043E-2,-3.756446838E-1,4.574547576E-1
1.440862479E1,-2.376016080E-1,-8.336840570E-2,-1.872196198E-1,3.137769928E-1
1.441360083E1,-2.126234472E-1,-6.974846125E-2,8.040523529E-2,2.377784263E-1
1.441857687E1,-1.872831285E-1,-6.610637903E-2,3.125476837E-1,3.703121361E-1
1.442355292E1,-1.751646996E-1,-5.330815911E-2,4.714813232E-1,5.057855968E-1
1.442852896E1,-1.809094548E-1,-6.946428120E-2,4.723434448E-1,5.105505333E-1
1.443350500E1,-1.763913929E-1,-1.000368148E-1,3.687076569E-1,4.207928517E-1
1.443848104E1,-1.575100422E-1,-1.117743552E-1,2.469463348E-1,3.135050433E-1
1.444345708E1,-1.198456585E-1,-1.142747998E-1,1.357107162E-1,2.141007012E-1
1.444843312E1,-5.426040292E-2,-1.075173914E-1,7.765674591E-2,1.432995149E-1
1.445340917E1,-3.518909216E-3,-1.153194159E-1,5.333709717E-2,1.271054536E-1
1.445838521E1,6.574514508E-2,-8.997659385E-2,7.671260834E-2,1.352887128E-1
1.446336125E1,1.014016271E-1,-6.985631585E-2,8.564567566E-2,1.499912551E-1
1.446833729E1,1.372260153E-1,-5.496408045E-2,8.024692535E-2,1.682010655E-1
1.447331333E1,1.638716459E-1,-4.055428505E-2,5.587959290E-2,1.778232135E-1
1.447828937E1,1.622648239E-1,-4.065963626E-2,-6.291389465E-3,1.673997034E-1
1.448326542E1,1.513789594E-1,-5.025866628E-2,8.021354675E-3,1.597055573E-1
1.448824146E1,1.597308218E-1,-4.558122158E-2,2.695751190E-2,1.682803930E-1
1.449321750E1,1.348735094E-1,-5.038309097E-2,3.148365021E-2,1.473788982E-1
1.449819354E1,1.295250356E-1,-5.989094079E-2,5.969905853E-2,1.546856077E-1
1.450316958E1,1.149802804E-1,-5.507148802E-2,4.967784882E-2,1.368255179E-1
1.450814557E1,9.121435881E-2,-5.498917401E-2,2.073669434E-2,1.085075067E-1
1.451312156E1,5.799484253E-2,-4.546210170E-2,-7.953643799E-3,7.411791214E-2
1.451809755E1,1.514443755E-2,-3.612008691E-2,1.606941223E-3,3.919945060E-2
1.452307354E1,-1.357033849E-2,-1.766297221E-2,4.910850525E-2,5.392383482E-2
1.452804953E1,-4.736134410E-2,-4.726707935E-3,1.292228699E-3,4.761416321E-2
1.453302552E1,-4.783892632E-2,7.795125246E-3,-8.409309387E-2,9.706170865E-2
1.453800151E1,-3.886845708E-2,1.092445850E-2,-1.640224457E-1,1.689185112E-1
1.454297750E1,-3.498041630E-2,-9.299725294E-3,-1.720571518E-1,1.758231438E-1
1.454795349E1,-4.088076949E-2,-5.300909281E-3,-1.087942123E-1,1.163422434E-1
1.455292948E1,-1.354384422E-2,2.220100164E-2,3.942394257E-2,4.722888351E-2
1.455790547E1,-2.697110176E-4,5.350366235E-2,1.484203339E-1,1.577698011E-1
1.456288146E1,1.330590248E-2,6.952688098E-2,1.615438461E-1,1.763730377E-1
1.456785745E1,1.752734184E-2,6.121262908E-2,9.858417511E-2,1.173585670E-1
1.457283344E1,2.186816931E-2,5.756130815E-2,3.139877319E-2,6.911876722E-2
1.457780943E1,2.617275715E-2,4.919186234E-2,-1.623153687E-2,5.803718917E-2
1.458278542E1,2.089130878E-2,2.670094371E-2,-3.971958160E-2,5.222099521E-2
1.458776140E1,6.000459194E-3,1.869726181E-2,-5.825710297E-2,6.147750122E-2
1.459273740E1,-1.836624742E-2,2.030897141E-2,-4.339599609E-2,5.131262847E-2
1.459771338E1,-2.364072204E-2,4.095563293E-2,9.334564209E-3,4.820146985E-2
1.460268937E1,-3.846958280E-2,3.768512607E-2,4.738616943E-2,7.173232591E-2
1.460766536E1,-7.227203250E-2,5.813273787E-2,3.289508820E-2,9.841112093E-2
1.461264135E1,-6.316116452E-2,6.416711211E-2,2.328014374E-2,9.299847350E-2
1.461761734E1,-6.367668509E-2,7.020539045E-2,2.799224854E-2,9.882855383E-2
1.462259333E1,-6.888124347E-2,8.103951812E-2,3.740882874E-2,1.127450649E-1
1.462756932E1,-9.779056907E-2,6.820344925E-2,5.623912811E-2,1.318239182E-1
1.463254531E1,-8.367118239E-2,7.446822524E-2,5.591678619E-2,1.251921336E-1
1.463752130E1,-9.826543927E-2,8.083796501E-2,3.660392761E-2,1.324036278E-1
1.464249729E1,-8.909693360E-2,5.401551723E-2,7.957458496E-3,1.044952670E-1
1.464747328E1,-9.910383821E-2,5.131635070E-2,-3.944396973E-2,1.183670788E-1
1.465244927E1,-7.124742866E-2,3.450003266E-2,-4.370689392E-2,9.042533340E-2
1.465742526E1,-5.797168612E-2,2.267554402E-2,-5.268096924E-2,8.154864321E-2
1.466240125E1,-3.071376681E-2,2.524411678E-2,-5.207538605E-2,6.551676683E-2
1.466737724E1,-1.307687163E-2,1.839748025E-2,-5.623245239E-2,6.059340355E-2
1.467235323E1,-4.929363728E-3,7.117182016E-3,-7.936763763E-2,7.983842941E-2
1.467732922E1,-6.142616272E-3,5.739867687E-3,-8.333778381E-2,8.376075469E-2
1.468230521E1,3.554534912E-2,4.580199718E-3,-7.304477692E-2,8.136331795E-2
1.468728120E1,3.420299292E-2,3.530591726E-3,-4.385089874E-2,5.572442124E-2
1.469225719E1,6.616079807E-2,2.544075251E-3,-1.965332031E-2,6.906501661E-2
1.469723318E1,5.986422300E-2,1.565843821E-3,-1.465034485E-2,6.165070695E-2
1.470220917E1,6.337463856E-2,5.958378315E-4,4.542350769E-3,6.354000933E-2
1.470718516E1,5.756473541E-2,-9.863018990E-3,9.319305420E-3,5.914243282E-2
1.471216115E1,5.665272474E-2,-5.986452103E-3,-4.942893982E-3,5.718217406E-2
1.471713714E1,6.060177088E-2,-1.159039140E-2,-1.434612274E-2,6.334605784E-2
1.472211312E1,6.921494007E-2,-7.599055767E-3,-2.366924286E-2,7.354377360E-2
1.472708911E1,5.876433849E-2,1.156270504E-3,-1.867103577E-2,6.167002527E-2
1.473206510E1,4.370373487E-2,5.244672298E-3,-8.975028992E-3,4.492298048E-2
1.473704109E1,5.261212587E-2,-1.436769962E-4,-1.836109161E-2,5.572419687E-2
1.474201708E1,3.775727749E-2,4.007130861E-3,-4.191780090E-2,5.655767971E-2
1.474699307E1,2.777683735E-2,3.526598215E-3,-2.254676819E-2,3.594921896E-2
1.475196906E1,2.267748117E-2,-1.119261980E-2,-1.283740997E-2,2.836092356E-2
1.475694505E1,8.228659630E-3,-1.154646277E-2,1.533508301E-3,1.426125133E-2
1.476192104E1,8.197128773E-3,-1.664584875E-2,1.103401184E-2,2.158764967E-2
1.476689703E1,3.520429134E-3,-2.170273662E-2,-1.278972626E-2,2.543578769E-2
1.477187302E1,3.635287285E-3,-2.187159657E-2,1.568794250E-3,2.222708181E-2
1.477684901E1,-1.059931517E-2,-3.153604269E-2,1.567840576E-3,3.330653982E-2
1.478182500E1,-5.873680115E-3,-3.157424927E-2,-3.175735474E-3,3.227256777E-2
1.478680099E1,-5.935907364E-3,-5.050319433E-2,-7.884025574E-3,5.145838603E-2
1.479177698E1,-1.554405689E-2,-5.023163557E-2,-3.629398346E-2,6.389122124E-2
1.479675297E1,-2.032369375E-2,-4.980790615E-2,-3.598308563E-2,6.471987712E-2
1.480172896E1,-2.500987053E-2,-4.928746819E-2,-1.668739319E-2,5.773402148E-2
1.480670495E1,-1.546293497E-2,-3.917142749E-2,-7.051467896E-3,4.269925396E-2
1.481168094E1,3.449916840E-3,-3.388816118E-2,2.507209778E-3,3.415546070E-2
1.481665693E1,-1.588821411E-3,-3.339743614E-2,-1.650238037E-2,3.728594443E-2
1.482163292E1,-1.886487007E-3,-3.755912185E-2,-6.863594055E-3,3.822767833E-2
1.482660890E1,7.366776466E-3,-3.693762422E-2,7.440567017E-3,3.839296180E-2
1.483158490E1,2.402484417E-3,-3.642708063E-2,1.212692261E-2,3.846773176E-2
1.483656088E1,7.287502289E-3,-3.602656722E-2,5.000114441E-2,6.205751911E-2
1.484153687E1,-1.620262861E-2,-3.098660707E-2,7.805824280E-2,8.553235797E-2
1.484651286E1,-2.984759212E-2,-3.563734889E-2,9.163475037E-2,1.027512864E-1
1.485148885E1,-2.428185940E-2,-3.090676665E-2,6.236171722E-2,7.371445378E-2
1.485646484E1,-4.245343804E-2,-2.626714110E-2,3.333187103E-2,6.002724990E-2
1.486144083E1,-4.607555270E-2,-2.161192894E-2,4.533767700E-3,5.109390452E-2
1.486641687E1,-4.971697927E-2,-7.449746132E-3,-1.452636719E-2,5.232869278E-2
1.487139292E1,-4.868456721E-2,-1.709380746E-2,-1.840591431E-4,5.159863580E-2
1.487636896E1,-3.351828456E-2,1.148498058E-2,3.303146362E-2,4.844024946E-2
1.488134500E1,-2.797535062E-2,1.608318090E-2,6.597042084E-2,7.343967167E-2
1.488632104E1,-4.627254605E-2,2.998551726E-2,6.540489197E-2,8.554577521E-2
1.489129708E1,-2.163133025E-2,2.947771549E-2,5.534553528E-2,6.633233325E-2
1.489627312E1,-2.568438649E-2,2.417135239E-2,4.537200928E-2,5.746791463E-2
1.490124917E1,-1.065814495E-2,1.416078210E-2,2.598190308E-2,3.145128123E-2
1.490622521E1,-1.949957013E-2,4.285097122E-3,2.099704742E-2,2.897363100E-2
1.491120125E1,-9.376406670E-3,-5.405247211E-3,2.555274963E-2,2.775025609E-2
1.491617729E1,-1.833358407E-2,-5.515128374E-3,2.532196045E-2,3.174489923E-2
1.492115333E1,6.074905396E-3,-8.240640163E-4,3.458499908E-2,3.512414723E-2
1.492612937E1,1.608598232E-2,3.879427910E-3,2.477264404E-2,2.979081538E-2
1.493110542E1,7.073283195E-3,3.792524338E-3,1.029014587E-2,1.304996851E-2
1.493608146E1,-6.666481495E-3,1.325759292E-2,-1.356697083E-2,2.010642790E-2
1.494105750E1,-1.503705978E-3,1.314675808E-2,-8.724212646E-3,1.584961406E-2
1.494603354E1,-6.087183952E-3,1.778534055E-2,-1.340770721E-2,2.308979774E-2
1.495100958E1,8.209168911E-3,1.753103733E-2,-1.329231262E-2,2.348219110E-2
1.495598562E1,1.268118620E-2,7.681518793E-3,1.532840729E-2,2.132553128E-2
1.496096167E1,7.618963718E-3,7.205009460E-3,1.997661591E-2,2.256160350E-2
1.496593771E1,1.705044508E-2,1.777887344E-3,8.411407471E-4,1.716351009E-2
1.497091375E1,1.711040735E-2,-3.652811050E-3,-4.188632965E-2,4.539354227E-2
1.497588979E1,3.636986017E-2,-1.853522658E-2,-1.127586365E-1,1.199201045E-1
1.498086583E1,4.132425785E-2,-9.496867657E-3,-1.355628967E-1,1.420393739E-1
1.498584187E1,1.294636726E-2,-5.127727985E-3,-1.249418259E-1,1.257154003E-1
1.499081792E1,2.279287577E-2,4.056543112E-3,-8.117389679E-2,8.441073538E-2
1.499579396E1,3.725427389E-2,2.276435494E-2,-2.352714539E-2,4.959458992E-2
