"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.338930641E0,3.111028671E-2,1.879760623E-2,3.260803223E-2,4.883117554E-2
4.343906318E0,-5.094647408E-3,-4.593759775E-3,-1.541709900E-2,1.687438896E-2
4.348881995E0,-3.624796867E-2,-1.768608391E-2,-7.730388641E-2,8.719291056E-2
4.353857672E0,-8.189702034E-2,-3.486183286E-2,-1.338768005E-1,1.607652545E-1
4.358833349E0,-9.944021702E-2,-4.204611480E-2,-1.519041061E-1,1.863627913E-1
4.363809026E0,-1.129055023E-1,-4.417304695E-2,-9.845829010E-2,1.561824107E-1
4.368784703E0,-9.352731705E-2,-5.094137788E-2,-2.640151978E-2,1.097243057E-1
4.373760380E0,-9.365987778E-2,-3.867200017E-2,4.510021210E-2,1.109131436E-1
4.378736057E0,-7.489705086E-2,-3.131712973E-2,7.328319550E-2,1.093652485E-1
4.383711734E0,-7.518005371E-2,-2.403610945E-2,9.647083282E-2,1.246450826E-1
4.388687411E0,-7.535874844E-2,-3.111223876E-2,1.384487152E-1,1.606703430E-1
4.393663089E0,-8.028483391E-2,-2.398589253E-2,1.705818176E-1,1.900503462E-1
4.398638766E0,-8.997094631E-2,-1.241940260E-2,1.597242355E-1,1.837412424E-1
4.403614443E0,-9.978222847E-2,-5.998015404E-3,1.157503128E-1,1.529398713E-1
4.408590120E0,-7.647955418E-2,4.824355245E-3,8.642101288E-2,1.155031951E-1
4.413565797E0,-5.352449417E-2,1.055374742E-3,4.786491394E-2,7.181250085E-2
4.418541474E0,-3.076100349E-2,-2.784505486E-3,2.862739563E-2,4.211318781E-2
4.423517151E0,6.055951118E-3,2.866148949E-3,1.430034637E-2,1.579206320E-2
4.428492828E0,1.892578602E-2,-5.826979876E-3,1.907539368E-2,2.749563083E-2
4.433468505E0,3.184056282E-2,-5.046620965E-3,3.329086304E-2,4.634189666E-2
4.438444182E0,4.010510445E-2,-9.129971266E-3,5.211353302E-2,6.638972889E-2
4.443419859E0,6.290173531E-2,-1.806846261E-2,6.124114990E-2,8.963021860E-2
4.448395536E0,7.151746750E-2,-2.243331075E-2,4.177570343E-2,8.580915444E-2
4.453371214E0,5.177378654E-2,-2.205803990E-2,3.455162048E-3,5.638280094E-2
4.458346891E0,7.993280888E-2,-2.647274733E-2,3.410339355E-3,8.427152960E-2
4.463322568E0,6.996929646E-2,-2.128967643E-2,3.351211548E-3,7.321327330E-2
4.468298245E0,6.499075890E-2,-2.100060880E-2,-1.472473145E-3,6.831538984E-2
4.473273922E0,6.010472775E-2,-2.071395516E-2,7.984161377E-3,6.407334133E-2
4.478249599E0,5.045866966E-2,-1.092627645E-2,-6.375312805E-3,5.202024101E-2
4.483225276E0,3.134596348E-2,-1.277714968E-3,-2.060604095E-2,3.753412988E-2
4.488200953E0,1.703763008E-2,3.548339009E-3,-2.520942688E-2,3.063309896E-2
4.493176630E0,-1.796483994E-3,1.312743127E-2,-6.046295166E-3,1.456415091E-2
4.498152307E0,-1.479744911E-3,3.212368488E-2,-1.288414001E-3,3.218354838E-2
4.503127984E0,-5.913019180E-3,2.251538634E-2,2.242279053E-2,3.232163290E-2
4.508103661E0,4.087448120E-3,1.764614880E-2,4.117107391E-2,4.497945227E-2
4.513079339E0,-2.398490906E-4,2.710774541E-2,2.652263641E-2,3.792542196E-2
4.518055016E0,1.662969589E-4,1.269683242E-2,1.200389862E-2,1.747371713E-2
4.523030693E0,1.940846443E-2,-1.485273242E-3,1.661777496E-2,2.559384639E-2
4.528006370E0,2.879095078E-2,-6.064996123E-3,-7.272720337E-3,3.030834020E-2
4.532982047E0,1.874315739E-2,-1.065771282E-2,-3.566646576E-2,4.167720685E-2
4.537957724E0,2.731394768E-2,-1.062351465E-2,-8.750534058E-2,9.228269302E-2
4.542933401E0,-7.333636284E-3,-1.068548858E-2,-1.863431931E-1,1.867933283E-1
4.547909078E0,5.791783333E-3,-1.053594053E-2,-1.941404343E-1,1.945123621E-1
4.552884755E0,3.805744648E-2,-9.927466512E-3,-1.069459915E-1,1.139489751E-1
4.557860432E0,3.712403774E-2,5.164161325E-3,3.645992279E-2,5.228947036E-2
4.562836109E0,5.549919605E-2,1.527929306E-2,1.026582718E-1,1.176959571E-1
4.567811786E0,6.432759762E-2,3.434056044E-2,9.232711792E-2,1.176503745E-1
4.572787464E0,5.878579617E-2,4.343917966E-2,5.360507965E-2,9.064345936E-2
4.577763141E0,5.334258080E-2,4.745131731E-2,2.944946289E-2,7.722907034E-2
4.582738818E0,3.855001926E-2,4.193302989E-2,2.447700500E-2,6.199682859E-2
4.587714495E0,1.943898201E-2,3.181450069E-2,1.000785828E-2,3.860302712E-2
4.592690172E0,5.491375923E-3,1.243668795E-2,-3.286647797E-2,3.556728540E-2
4.597665849E0,-1.319205761E-2,2.774953842E-3,-7.537269592E-2,7.656875370E-2
4.602641526E0,-5.566668510E-2,-6.755113602E-3,-9.850597382E-2,1.133483051E-1
4.607617203E0,-6.950104237E-2,-1.909121871E-3,-9.293079376E-2,1.160610704E-1
4.612592880E0,-7.377409935E-2,-2.084600925E-2,-4.465866089E-2,8.872186782E-2
4.617568557E0,-7.305860519E-2,-6.283357739E-3,1.742744446E-2,7.537079141E-2
4.622544234E0,-8.639121056E-2,3.313630819E-3,6.472778320E-2,1.080004969E-1
4.627519911E0,-7.576799393E-2,1.747690141E-2,9.737777710E-2,1.246140540E-1
4.632495589E0,-8.902919292E-2,1.238758862E-2,9.652614594E-2,1.318974844E-1
4.637471266E0,-8.323705196E-2,2.623237669E-2,1.004390717E-1,1.330584515E-1
4.642446943E0,-9.669291973E-2,2.082073689E-2,9.010314941E-2,1.337968660E-1
4.647422620E0,-9.119725227E-2,3.915189207E-2,7.987403870E-2,1.273957281E-1
4.652398297E0,-7.150077820E-2,2.413551509E-2,7.447814941E-2,1.060277280E-1
4.657373974E0,-7.571327686E-2,2.340023220E-2,6.438064575E-2,1.021025891E-1
4.662349651E0,-6.564521790E-2,8.425533772E-3,4.961872101E-2,8.271820674E-2
4.667325328E0,-5.091261864E-2,7.872238755E-3,4.922389984E-2,7.125348549E-2
4.672301005E0,-2.685701847E-2,7.272377610E-3,5.833721161E-2,6.463294188E-2
4.677276682E0,-3.154397011E-2,1.877799630E-3,5.313682556E-2,6.182289554E-2
4.682252359E0,-3.149330616E-2,-8.277893066E-3,2.899360657E-2,4.360024161E-2
4.687228036E0,-7.700562477E-3,-4.052311182E-3,-5.193138123E-2,5.265537242E-2
4.692203714E0,-1.244366169E-2,-9.103074670E-3,-1.132135391E-1,1.142585495E-1
4.697179391E0,1.950621605E-3,-1.381114125E-2,-1.455144882E-1,1.461814586E-1
4.702155068E0,1.132273674E-2,-1.342456043E-2,-9.206199646E-2,9.372211256E-2
4.707130745E0,6.267666817E-3,-8.286342025E-3,-2.479648590E-2,2.688517853E-2
4.712106422E0,2.479517460E-2,-8.003368974E-3,2.768993378E-2,3.802087625E-2
4.717082099E0,2.881920338E-2,-1.741793752E-2,5.126571655E-2,6.133599860E-2
4.722057776E0,3.771293163E-2,-2.681159973E-2,4.138755798E-2,6.208105225E-2
4.727033453E0,5.148684978E-2,-1.713939011E-2,3.075599670E-3,5.435175901E-2
4.732009130E0,4.166042805E-2,-1.225151122E-2,-6.459236145E-3,4.390230659E-2
4.736984807E0,6.045806408E-2,-1.210173965E-2,-1.117420197E-2,6.266172998E-2
4.741960484E0,4.580962658E-2,-2.625626326E-2,-1.596450806E-3,5.282482279E-2
4.746936161E0,3.587830067E-2,-2.604734898E-2,-6.324768066E-3,4.478526028E-2
4.751911839E0,3.542566299E-2,-2.589774132E-2,-2.049636841E-2,4.843316758E-2
4.756887516E0,2.073013783E-2,-3.513766825E-2,-4.404926300E-2,6.003941968E-2
4.761863193E0,6.155848503E-3,-2.055168152E-2,-5.316066742E-2,5.732645676E-2
4.766838870E0,2.984440327E-2,-2.967631817E-2,-7.171630859E-2,8.315408099E-2
4.771814547E0,2.024960518E-2,-2.432599664E-2,-6.639766693E-2,7.355576657E-2
4.776790224E0,1.553428173E-2,-9.420990944E-3,-7.062911987E-2,7.292833162E-2
4.781765901E0,3.470301628E-2,-2.302895486E-2,-5.584621429E-2,6.966657557E-2
4.786741578E0,4.421496391E-2,-2.217577398E-2,-2.219486237E-2,5.421567947E-2
4.791717255E0,3.000736237E-2,-1.188385487E-2,2.540969849E-2,4.107700792E-2
4.796692932E0,1.591813564E-2,-6.528437138E-3,6.312370300E-2,6.542636636E-2
4.801668609E0,3.053963184E-2,-1.268759370E-3,4.352855682E-2,5.318847735E-2
4.806644286E0,2.599298954E-2,-1.514275372E-2,3.835201263E-2,4.874233651E-2
4.811619964E0,2.138197422E-2,-2.425491810E-2,1.898860931E-2,3.749742867E-2
4.816595641E0,7.208943367E-3,-1.914149523E-2,4.549980164E-3,2.095395007E-2
4.821571318E0,-2.046346664E-3,-1.412184536E-2,4.471778870E-3,1.495362356E-2
4.826546995E0,-1.626253128E-3,-4.237711430E-2,4.381179810E-3,4.263401520E-2
4.831522672E0,-1.159667969E-3,-3.715102375E-2,4.284858704E-3,3.741528310E-2
4.836498349E0,-6.448030472E-4,-3.197488189E-2,4.182815552E-3,3.225375619E-2
4.841474026E0,-1.928174496E-2,-3.153924644E-2,-6.484985352E-4,3.697202057E-2
4.846449703E0,4.922270775E-3,-2.640989423E-2,-5.432128906E-3,2.740837987E-2
4.851425380E0,-4.366278648E-3,-2.127215266E-2,-1.016998291E-2,2.397910383E-2
4.856401057E0,-8.929967880E-3,-3.042910993E-2,4.137992859E-3,3.198121390E-2
4.861376734E0,-1.820409298E-2,-2.526426315E-2,-5.415916443E-3,3.160702683E-2
4.866352411E0,-8.457064629E-3,1.314179599E-2,-1.488494873E-2,2.158217882E-2
4.871328089E0,-8.388161659E-3,3.222101927E-2,-5.268096924E-3,3.370917062E-2
4.876303766E0,-2.261531353E-2,3.598704934E-3,-9.968757629E-3,2.497557230E-2
4.881279443E0,-3.187298775E-2,-2.953359485E-2,9.099006653E-3,4.439496024E-2
4.886255120E0,-3.630745411E-2,-2.438901365E-2,2.325916290E-2,4.953830709E-2
4.891230797E0,-2.160871029E-2,-1.933842897E-2,1.829624176E-2,3.428795208E-2
4.896206474E0,-1.653063297E-2,-9.626179934E-3,3.878593445E-3,1.951841832E-2
4.901182151E0,-2.568793297E-2,-9.447112679E-3,-9.298324585E-4,2.738580703E-2
4.906157828E0,-4.431712627E-2,2.274662256E-4,3.805160522E-3,4.448076740E-2
4.911133505E0,-2.490413189E-2,-4.430472851E-3,8.513450623E-3,2.668939333E-2
4.916109182E0,-2.939665318E-2,5.253449082E-3,-1.064300537E-3,2.988134336E-2
4.921084859E0,-2.905094624E-2,-4.143714905E-3,-5.820274353E-3,2.991660816E-2
4.926060536E0,-2.385962009E-2,8.468478918E-4,-1.054954529E-2,2.610156180E-2
4.931036214E0,-2.810513973E-2,-8.404910564E-3,-1.008033752E-3,2.935230030E-2
4.936011891E0,-2.281820774E-2,-8.082553744E-3,2.744770050E-2,3.659746634E-2
4.940987568E0,-1.282691956E-2,6.431475282E-3,2.242755890E-2,2.662497207E-2
4.945963245E0,-1.721549034E-2,6.630197167E-3,1.270675659E-2,2.240076528E-2
4.950938922E0,-1.206934452E-2,6.769746542E-3,-1.680374146E-3,1.393994988E-2
4.955914599E0,-3.540706635E-2,-2.531334758E-3,3.038406372E-3,3.562723559E-2
4.960890276E0,-1.576268673E-2,2.490594983E-3,2.195739746E-2,2.714392491E-2
4.965865953E0,-1.517248154E-2,7.464319468E-3,3.595733643E-2,3.973474933E-2
4.970841630E0,-3.363347054E-2,7.603317499E-3,4.510021210E-2,5.677191126E-2
4.975817307E0,-4.404544830E-3,-6.606638432E-3,4.466533661E-2,4.536562554E-2
4.980792984E0,6.860494614E-4,2.672930062E-2,2.525997162E-2,3.678304421E-2
4.985768661E0,-3.709435463E-3,4.067845643E-2,2.500724792E-2,4.789424994E-2
4.990744339E0,-8.068203926E-3,-1.212111115E-2,2.001094818E-2,2.474783419E-2
4.995720016E0,-1.708912849E-2,-3.603452444E-2,1.505088806E-2,4.262692219E-2
5.000695693E0,-6.888389587E-3,-5.494265258E-2,-2.787494659E-2,6.199320633E-2
5.005671370E0,-6.167411804E-3,-5.934536457E-2,-7.045841217E-2,9.232712012E-2
5.010647047E0,-1.969909668E-2,-6.355157495E-2,-7.945156097E-2,1.036311132E-1
5.015622724E0,-1.417303085E-2,-6.283339858E-2,-4.563045502E-2,7.893699517E-2
5.020598401E0,-1.354265213E-2,-4.777969420E-2,-1.208114624E-2,5.111024065E-2
5.025574078E0,-3.521800041E-3,-2.330960333E-2,5.918884277E-2,6.371075099E-2
5.030549755E0,-3.028988838E-3,-3.900527954E-3,5.863285065E-2,5.884046284E-2
5.035525432E0,3.539645672E-2,1.534682512E-2,4.859161377E-2,6.204497658E-2
5.040501109E0,5.445981026E-2,2.022051811E-2,1.964569092E-2,6.132449313E-2
5.045476786E0,4.477214813E-2,2.504728734E-2,-1.379489899E-2,5.312448672E-2
5.050452464E0,3.981137276E-2,2.988499403E-2,-3.270053864E-2,5.955991518E-2
5.055428141E0,2.999222279E-2,1.097838581E-2,-5.617904663E-2,6.462308924E-2
5.060403818E0,3.919994831E-2,1.601031423E-2,-6.521129608E-2,7.775267999E-2
5.065379495E0,3.873264790E-2,-7.445886731E-3,-5.516242981E-2,6.781263086E-2
5.070355172E0,4.306995869E-2,-1.156556606E-2,-3.571033478E-2,5.713152956E-2
5.075330849E0,4.272723198E-2,-1.101741195E-2,4.055213928E-2,5.992892222E-2
5.080306526E0,9.199857712E-3,3.714188933E-3,2.595138550E-2,2.778321419E-2
5.085282203E0,-1.016175747E-2,-5.413129926E-3,-9.769821167E-2,9.837430485E-2
5.090257880E0,-3.446853161E-2,-1.405528188E-2,-2.915096283E-1,2.938766646E-1
5.095233557E0,-4.917907715E-2,-2.660076320E-2,-4.647169113E-1,4.680683603E-1
5.100209234E0,-6.328105927E-3,-9.510010481E-3,-2.804193497E-1,2.806519141E-1
5.105184911E0,1.318871975E-2,-6.494835019E-3,1.064262390E-1,1.074368166E-1
5.110160589E0,2.355670929E-2,1.962475479E-2,3.048076630E-1,3.063458192E-1
5.115136266E0,1.474237442E-2,4.445371032E-2,4.018516541E-1,4.045716523E-1
5.120111943E0,-4.110097885E-3,5.846041441E-2,4.222106934E-1,4.262585865E-1
5.125087620E0,4.866003990E-3,6.684082747E-2,3.095579147E-1,3.167293431E-1
5.130063297E0,8.505940437E-3,3.655543923E-2,2.169141769E-1,2.201372556E-1
5.135038974E0,3.100383282E-2,1.062424481E-2,1.250696182E-1,1.292923881E-1
5.140014651E0,3.421580791E-2,-2.038997412E-2,-1.369295120E-1,1.426049221E-1
5.144990328E0,4.654097557E-2,-5.120298266E-2,-3.872032166E-1,3.933371820E-1
5.149966005E0,3.946197033E-2,-6.219525635E-2,-4.311780930E-1,4.374243304E-1
5.154941682E0,7.043075562E-2,-4.399047792E-2,-2.611169815E-1,2.740031597E-1
5.159917359E0,5.906808376E-2,-1.596719027E-2,-8.306884766E-2,1.031718137E-1
5.164893036E0,5.831980705E-2,1.667334139E-2,3.163528442E-2,6.841046286E-2
5.169868714E0,5.390167236E-2,2.530576289E-2,4.553127289E-2,7.495911372E-2
5.174844391E0,4.558885098E-2,3.412826359E-2,2.596378326E-2,6.258753670E-2
5.179820068E0,2.825748920E-2,2.434341609E-2,1.749992371E-3,3.733831915E-2
5.184795745E0,-2.676403522E-2,2.459733188E-2,-6.502723694E-2,7.449754265E-2
5.189771422E0,-4.359579086E-2,1.122358441E-2,-1.407260895E-1,1.477511221E-1
5.194747099E0,-8.454012871E-2,3.265723586E-3,-1.635084152E-1,1.840997017E-1
5.199722776E0,-1.209039688E-1,5.699247122E-4,-1.338138580E-1,1.803447895E-1
5.204698453E0,-8.640062809E-2,-6.756216288E-3,-5.680084229E-2,1.036197408E-1
5.209674130E0,-1.097295284E-1,-4.575490952E-3,2.913761139E-2,1.136244029E-1
5.214649807E0,-9.992885590E-2,-7.429599762E-3,7.641696930E-2,1.260179685E-1
5.219625484E0,-9.991145134E-2,-1.991017163E-2,1.185817719E-1,1.563340963E-1
5.224601161E0,-1.092892885E-1,-2.299407125E-2,1.366453171E-1,1.764789466E-1
5.229576839E0,-8.994650841E-2,-2.139320970E-2,1.307983398E-1,1.601756832E-1
5.234552516E0,-1.039034128E-1,-2.470110357E-2,1.297397614E-1,1.680430581E-1
5.239528193E0,-6.566500664E-2,-3.297916055E-2,1.002235413E-1,1.242750029E-1
5.244503870E0,-6.119048595E-2,-2.244357765E-2,8.522891998E-2,1.072937955E-1
5.249479547E0,-4.730832577E-2,-1.694248617E-2,5.612373352E-2,7.533258915E-2
5.254455224E0,-5.051016808E-3,-1.164066792E-2,4.625797272E-2,4.796684230E-2
5.259430901E0,1.326620579E-2,-1.640856266E-3,5.070209503E-2,5.243459799E-2
5.264406578E0,3.623139858E-2,1.286433637E-2,4.560852051E-2,5.965184437E-2
5.269382255E0,2.591919899E-2,3.455013037E-3,4.053974152E-2,4.824119229E-2
5.274357932E0,2.054262161E-2,-1.223370433E-3,5.924510956E-2,6.271745327E-2
5.279333609E0,1.531410217E-2,3.525570035E-3,5.404186249E-2,5.628031868E-2
5.284309286E0,2.457821369E-2,3.390446305E-3,4.885768890E-2,5.479650974E-2
5.289284964E0,5.296373367E-2,-6.240561604E-3,2.469730377E-2,5.877123878E-2
5.294260641E0,4.797470570E-2,-1.588729024E-2,1.497364044E-2,5.270852195E-2
5.299236318E0,4.777574539E-2,-2.545364201E-2,-1.366329193E-2,5.583095276E-2
5.304211995E0,5.707442760E-2,-2.538575232E-2,-2.306842804E-2,6.658888105E-2
5.309187672E0,4.250192642E-2,-2.536958456E-2,-3.238773346E-2,5.915230214E-2
5.314163349E0,3.279936314E-2,-3.005087376E-2,-2.738571167E-2,5.223820862E-2
5.319139026E0,3.742420673E-2,-3.944800794E-2,-1.292800903E-2,5.589141256E-2
5.324114703E0,1.826691628E-2,-2.976647019E-2,-3.339767456E-3,3.508385704E-2
5.329090380E0,8.817434311E-3,-3.430877626E-2,1.413345337E-3,3.545189447E-2
5.334066057E0,1.844179630E-2,-1.982560754E-2,-3.370285034E-3,2.728577260E-2
5.339041734E0,2.803719044E-2,-1.485778391E-2,-3.374099731E-3,3.190959635E-2
5.344017411E0,1.386225224E-2,-3.362905979E-2,1.362800598E-3,3.639962809E-2
5.348993089E0,2.349579334E-2,-2.844390273E-2,1.081466675E-2,3.844560995E-2
5.353968766E0,1.895701885E-2,-2.805043757E-2,2.491664886E-2,4.203611545E-2
5.358944443E0,1.920652390E-2,-3.242145479E-2,1.515865326E-2,4.061805090E-2
5.363920120E0,4.314625263E-2,-2.716308832E-2,5.486488342E-3,5.127898242E-2
5.368895797E0,4.304170609E-2,-2.679936588E-2,6.580352783E-4,5.070727250E-2
5.373871474E0,3.313493729E-2,-2.654734254E-2,-5.632400513E-2,7.053424004E-2
5.378847151E0,3.709781170E-2,2.566753328E-2,-1.460075378E-1,1.528177706E-1
5.383822828E0,4.092741013E-2,6.258234382E-3,-1.969451904E-1,2.012501588E-1
5.388798505E0,6.737232208E-3,-2.212829888E-2,-1.857337952E-1,1.871686260E-1
5.393774182E0,-3.324389458E-3,-7.075250149E-3,-8.916473389E-2,8.950676231E-2
5.398749859E0,2.483749390E-2,7.967308164E-3,2.557277679E-2,3.652870126E-2
5.403725536E0,2.932989597E-2,3.681683540E-2,1.108303070E-1,1.204121220E-1
5.408701214E0,3.884124756E-2,6.965671480E-2,1.051282883E-1,1.319570287E-1
5.413676891E0,3.877544403E-2,6.388330460E-2,7.098865509E-2,1.030727938E-1
5.418652568E0,2.921319008E-2,4.860982299E-2,8.644104004E-3,5.736763809E-2
5.423628245E0,2.458047867E-2,2.877263725E-2,-1.520633698E-2,4.078354166E-2
5.428603922E0,2.019095421E-2,1.400271058E-2,-1.039505005E-2,2.667972266E-2
5.433579599E0,-2.215015888E-2,-4.906803370E-4,-3.886795044E-2,4.473910903E-2
5.438555276E0,-4.060137272E-2,-1.010839641E-2,-7.182598114E-2,8.312414036E-2
5.443530953E0,-7.340002060E-2,-1.494860649E-2,-8.548259735E-2,1.136586922E-1
5.448506630E0,-6.809079647E-2,-1.025146246E-2,-4.677295685E-2,8.324156737E-2
5.453482307E0,-7.702124119E-2,3.858774900E-3,-3.642082214E-3,7.720379849E-2
5.458457984E0,-9.532403946E-2,8.360788226E-3,3.912258148E-2,1.033786809E-1
5.463433661E0,-8.477878571E-2,2.701966465E-2,7.675838470E-2,1.175132095E-1
5.468409339E0,-8.366596699E-2,3.593008220E-2,9.032058716E-2,1.282527711E-1
5.473385016E0,-8.736312389E-2,3.522442281E-2,8.953189850E-2,1.299578248E-1
5.478360693E0,-1.054282188E-1,4.402160645E-2,6.502628326E-2,1.314588478E-1
5.483336370E0,-1.045032740E-1,3.380893171E-2,7.398223877E-2,1.324286592E-1
5.488312047E0,-8.939278126E-2,3.318466246E-2,7.812213898E-2,1.232694600E-1
5.493287724E0,-6.970989704E-2,2.770842612E-2,7.748699188E-2,1.078492491E-1
5.498263401E0,-6.928849220E-2,2.223294973E-2,5.312824249E-2,9.009888654E-2
5.503239078E0,-7.377254963E-2,1.205456257E-2,2.424240112E-2,7.858368514E-2
5.508214755E0,-4.033362865E-2,1.140682399E-2,1.460552216E-2,4.438736883E-2
5.513190432E0,-1.672148705E-2,1.076446474E-2,5.055427551E-3,2.051923921E-2
5.518166109E0,-1.224792004E-2,3.381249309E-2,-4.420280457E-3,3.623306657E-2
5.523141786E0,-3.010869026E-3,2.347382903E-2,-1.857280731E-2,3.008380217E-2
5.528117464E0,-7.991909981E-3,-1.512882113E-2,-7.061100006E-2,7.265442302E-2
5.533093141E0,-2.222573757E-2,-1.985064149E-2,-9.850502014E-2,1.029138979E-1
5.538068818E0,-7.646441460E-3,-2.901950479E-2,-8.820915222E-2,9.317432190E-2
5.543044495E0,1.145756245E-2,-1.906681061E-2,-5.424499512E-2,5.862881970E-2
5.548020172E0,1.590120792E-2,-2.819108963E-2,-2.527999878E-2,4.106901857E-2
5.552995849E0,2.960002422E-2,-1.829646528E-2,-1.278877258E-3,3.482179781E-2
5.557971526E0,1.949453354E-2,-1.329027116E-2,8.271217346E-3,2.500162358E-2
5.562947203E0,3.811657429E-2,-1.781646907E-2,8.226394653E-3,4.287159170E-2
5.567922880E0,4.729104042E-2,1.437544823E-3,3.407478333E-3,4.743542925E-2
5.572898557E0,4.699540138E-2,1.479640603E-3,-1.382827759E-3,4.703901891E-2
5.577874234E0,5.145072937E-2,1.521378756E-3,-1.088142395E-2,5.261081194E-2
5.582849911E0,5.101919174E-2,-3.243193030E-3,-2.028751373E-2,5.500054037E-2
5.587825589E0,3.154706955E-2,-7.974401116E-3,-2.011203766E-2,3.825314012E-2
5.592801266E0,5.017411709E-2,-1.731240749E-2,-2.468204498E-2,5.853515887E-2
5.597776943E0,3.550875187E-2,-3.137223423E-2,-3.397464752E-2,5.830407545E-2
5.602752620E0,4.475927353E-2,-2.152125537E-2,-2.420234680E-2,5.524772023E-2
5.607728297E0,5.403387547E-2,-2.604268491E-2,-2.402019501E-2,6.461308616E-2
5.612703974E0,4.908800125E-2,-4.007455707E-2,-1.435470581E-2,6.497429930E-2
5.617679651E0,2.999007702E-2,-3.980149329E-2,-9.523391724E-3,5.073715185E-2
5.622655328E0,3.479373455E-2,-2.048556507E-2,-2.847576141E-2,4.940780635E-2
5.627631005E0,2.541410923E-2,-3.931860626E-2,-1.879119873E-2,5.044738740E-2
5.632606682E0,3.510665894E-2,-2.465292811E-2,-2.818393707E-2,5.132814701E-2
5.637582359E0,3.991770744E-2,-1.010312140E-2,-1.375007629E-2,4.341153104E-2
5.642558036E0,3.039205074E-2,-9.920075536E-3,5.702972412E-4,3.197514482E-2
5.647533714E0,2.079141140E-2,-1.933147013E-2,5.464553833E-4,2.839519570E-2
5.652509391E0,1.602029800E-2,-1.447643340E-2,-4.224777222E-3,2.200149574E-2
5.657485068E0,6.488204002E-3,-1.915250719E-2,5.474090576E-4,2.022906274E-2
5.662460745E0,-3.014564514E-3,-3.804145753E-2,5.286216736E-3,3.852511100E-2
5.667436422E0,1.135468483E-2,-2.827566862E-2,4.825592041E-4,3.047417213E-2
5.672412099E0,-2.886176109E-3,-4.234009981E-2,-1.377868652E-2,4.461912445E-2
5.677387776E0,-7.562279701E-3,-4.193954170E-2,-1.367092133E-2,4.475496980E-2
5.682363453E0,-1.214933395E-2,-4.158711433E-2,1.017284393E-2,4.450372061E-2
5.687339130E0,-1.200067997E-2,-4.123762250E-2,1.483058929E-2,4.543681556E-2
5.692314807E0,-3.084635735E-2,-2.190339565E-2,1.945018768E-2,4.253899744E-2
5.697290484E0,-3.534162045E-2,-2.171793580E-2,5.043029785E-3,4.178673259E-2
5.702266161E0,-3.030145168E-2,-1.204334199E-2,-9.244918823E-3,3.389230863E-2
5.707241839E0,-1.100659370E-2,-7.146745920E-3,-1.867103577E-2,2.282167082E-2
5.712217516E0,-2.511298656E-2,1.190975308E-2,-1.377296448E-2,3.101933048E-2
5.717193193E0,-1.060986519E-2,2.140636742E-2,-2.791118622E-2,3.674011597E-2
5.722168870E0,-1.047325134E-2,1.188100874E-2,-3.718376160E-2,4.041632701E-2
5.727144547E0,-7.895231247E-4,1.673163474E-2,-1.789569855E-2,2.451177216E-2
5.732120224E0,-1.023173332E-2,1.204484701E-2,-1.300811768E-2,2.046894799E-2
5.737095901E0,-5.298495293E-3,1.209446788E-2,-3.417968750E-3,1.363938107E-2
5.742071578E0,-5.153894424E-3,1.693700254E-2,-3.405570984E-3,1.802838308E-2
5.747047255E0,-4.908204079E-3,2.745181322E-3,1.558780670E-2,1.657124635E-2
5.752022932E0,-3.305327892E-2,-1.780226827E-3,2.491188049E-2,4.142813349E-2
5.756998609E0,-2.292466164E-2,-6.370201707E-3,4.365062714E-2,4.971415121E-2
5.761974286E0,-2.712500095E-2,-1.097935438E-2,3.374481201E-2,4.466569419E-2
5.766949964E0,-2.649068832E-2,-6.104245782E-3,4.290962219E-2,5.079620125E-2
5.771925641E0,-4.960405827E-2,-1.556637883E-2,2.825641632E-2,5.917178221E-2
5.776901318E0,-2.973723412E-2,-2.494966984E-2,2.796459198E-2,4.784148328E-2
5.781876995E0,-5.900859833E-4,3.222425282E-2,2.768135071E-2,4.248538394E-2
5.786852672E0,-1.447033882E-2,2.242381871E-2,3.664970398E-3,2.693789819E-2
5.791828349E0,-4.722893238E-2,-1.098625362E-2,8.338928223E-3,4.920170268E-2
5.796804026E0,-4.172766209E-2,-1.556944847E-2,1.297283173E-2,4.638857480E-2
5.801779703E0,-1.253175735E-2,-2.479922771E-2,2.231502533E-2,3.563715748E-2
5.806755380E0,-4.061317444E-2,-1.500290632E-2,2.683830261E-2,5.093929351E-2
5.811731057E0,-1.622712612E-2,-5.339384079E-3,3.132438660E-2,3.567976794E-2
5.816706734E0,-1.583790779E-2,-5.355700850E-3,7.290840149E-3,1.823949574E-2
5.821682411E0,-1.205444336E-3,-1.017780602E-2,-1.179313660E-2,1.562430486E-2
5.826658089E0,-8.893013000E-4,-5.462720990E-3,-3.072357178E-2,3.121810437E-2
5.831633766E0,-4.734992981E-4,-1.023276150E-2,-4.001331329E-2,4.130373894E-2
5.836609443E0,4.687309265E-3,-2.440890670E-2,-4.922676086E-2,5.514562158E-2
5.841585120E0,-9.342312813E-3,-1.002705097E-2,-1.085853577E-2,1.748508962E-2
5.846560797E0,-9.112834930E-3,4.241228104E-3,3.195095062E-2,3.349470140E-2
5.851536474E0,-9.088873863E-3,8.785024285E-3,4.593944550E-2,4.764679351E-2
